1_hanzi,2_pinyin,3_meaningList,4_frequency,5_hsk_level,6_traditional
效果,xiàoguǒ,"operation, execution, result, effect, background, sound effects, purpose, point, background signal, fruitage, outcome, force, punch",1299,3,效果
写作,xiězuò,writing,385,3,寫作
血,xiě,"claret, blood, hematic, lifeline, lifeblood, sap",4749,3,血
心,xīn,"heart, mind, feeling, center, core",8955,3,心
信,xìn,"letter, mail, message",7450,3,信
信封,xìn fēng,"envelope, CL:個|个[ge4]",328,3,信封
信任,xìnrèn,"trust, have confidence in",3441,3,信任
行李,xínglǐ,"clobber, impedimenta, dunnage, luggage, baggage",977,3,行李
形成,xíngchéng,"take shape, form",475,3,形成
形式,xíngshì,"circumstance, form, kind, modality, reading, interpretation, variety, shape, embodiment, species, mode, version, sort",518,3,形式
形象,xíngxiàng,"imagery, figure, form, picture, persona, image",797,3,形象
形状,xíngzhuàng,"set, figuration, physiognomy, form, appearance, shape",345,3,形狀
幸福,xìngfú,happy,2151,3,幸福
幸运,xìngyùn,"very fortunate, lucky",3500,3,幸運
性,xìng,"nature, character, sex, gender",4493,3,性
性别,xìngbié,"sexuality, grammatical gender, sexual distinction, sex, gender",219,3,性別
性格,xìnggé,"fibre, make-up, mettle, humor, nature, complexion, capacity, mentality, mould, mold, being, streak, temperament, personality, character, fiber, disposition, strain, makeup, make",635,3,性格
修,xiū,"embellish, decorate, repair, mend, overhaul, build, construct, trim, prune",1842,3,修
修改,xiūgǎi,"revise, amend, alter",355,3,修改
需求,xūqiú,"need, requisition, demand, want, desiderative, requirement, call",328,3,需求
需要,xūyào,"need, want, require, demand",44362,3,需要
宣布,xuānbù,"declare, proclaim, announce",1502,3,宣布
宣传,xuānchuán,"propagandist, publicist",686,3,宣傳
选手,xuǎnshǒu,"participant, basketeer, athlete selected for a sports meet, basketball player, jock, contestant, cap, cager, athlete, player, champ, performer, player selected as contestant",3732,3,選手
学费,xuéfèi,"entrance_fee, tuition fee, premium, schooling, tuition",275,3,學費
训练,xùnliàn,training,3039,3,訓練
压,yā,"weight_down, hold down, push down, compact, constrict, be getting near, suppress, squeeze, compress, risk money on, quell, bring pressure to, pull, press, keep under control, throttle, push/hold down, intimidate, scrunch, weigh down, scrouge, daunt, shelve, pigeonhole, contract, approach, keep under, push, stake, control",1667,3,壓
压力,yālì,"force per unit area, P, strain, overwhelming force, pressure sensation, burdensomeness, oppressiveness, pressure, onerousness, stress, compulsion, constraint, muscle, lading",2541,3,壓力
烟,yān,"smoke, mist, vapor",1392,3,煙
眼前,yǎnqián,before one's eyes,897,3,眼前
演,yǎn,"elaborate, development, practise, practice, develop, act, performance, represent, deduction, drill, play, evolution, evolve, play the part of, perform, play the role of, mount, elaboration, deduce",2805,3,演
演唱,yǎnchàng,sing in performance,957,3,演唱
演唱会,yǎnchànghuì,vocal recital,482,3,演唱會
演出,yǎnchū,"show, perform",2437,3,演出
演员,yǎnyuán,"actor or actress, playactor, imitator, stage manager, barnstormer, actor, performer, impersonator, cast, performing artist, dramatis personae, role player, histrionic, thespian, trouper, player, cast of characters, stager, histrion",2871,3,演員
羊,yáng,"kidney, drover, baa, trotter, argali, mutton, sheep, Surname",697,3,羊
阳光,yángguāng,"sunray, shine, sun, sunlight, sunshine, sunbeam",1126,3,陽光
要是,yàoshì,"conj.: if, suppose, in case",2719,3,要是
衣架,yī jià,"clothes hanger, clothes rack",54,3,衣架
一切,yīqiè,"det.: everything, every",21709,3,一切
已,yǐ,already,6636,3,已
以来,yǐlái,since,1606,3,以來
一方面,yīfāngmiàn,"conj.: on one side, on the one hand..., on the other hand..., for one thing..., for another...",82,3,一方面
艺术,yìshù,"beaux-arts, aesthetical, artistic production, artistic, ars, art, academy, aesthetic, artistic creation, skill, craft, artistry, esthetic",1436,3,藝術
意外,yìwài,"accident, mishap",2579,3,意外
意义,yìyì,"importance, significance, denotation, purport, drift, signality, emptiness, meaning, construction, bearing, substance, import, effect, insignificancy, hang, signification, sense",3580,3,意義
因此,yīncǐ,"conj.: therefore, consequently",2846,3,因此
银,yín,silver,553,3,銀
银牌,yín pái,"silver medal, CL:枚[mei2]",19,3,銀牌
印象,yìnxiàng,"effect, mark, impress, embossment, impressional, image, imprint, engram, sound, intuition, impression",1758,3,印象
应当,yīngdāng,should,328,3,應當
迎接,yíngjiē,"greet, receive, welcome, accolade, meet",394,3,迎接
营养,yíngyǎng,"nutrition, nourishment",212,3,營養
赢,yíng,"lick, beat, whip, gain, capot, win",8363,3,贏
影视,yǐng shì,movies and television,34,3,影視
应用,yìngyòng,"application, use",124,3,應用
优点,yōudiǎn,"strong, merit, vantage, excellency, perfection, assets, beaut, advantage, excellence, upside, strong_point, good point, virtue, desert, desirability, strong point, long_suit, beauty, strong/good point, desirableness",251,3,優點
优势,yōushì,"ascendence, laterality, preponderancy, vantage, ascendancy, ascendent, transcendency, dominance, predominance, draw, gree, upper_hand, prevalence, advantage, mastery, ascendency, supremacy, advantageousness, control, preeminence, dominion, jump, edge, better, deadwood, overweight, superiority, domination, sovereignty, preponderance, ascendance, transcendence, prepotency, hank, asce",635,3,優勢
由,yóu,"from, via, by, through, owing/due to",5799,3,由
由于,yóuyú,conj.: owing/due/thanks to,1504,3,由於
邮件,yóujiàn,"mail, postal items, V-mail, mailing, postal matter, post, postbag, posting",1195,3,郵件
邮票,yóupiào,"postage_stamp, album, label, stamp, postage, postage stamp, stickies",151,3,郵票
邮箱,yoú xiāng,"mailbox, post office box",204,3,郵箱
游,yóu,"swim, float, travel, rove",999,3,游
游戏,yoú xì,"game, CL:場|场[chang3], to play",5732,3,遊戲
游泳,yóuyǒng,"fin, swim, bathe",892,3,游泳
有的是,yoǔ de shì,"have plenty of, there's no lack of",37,3,有的是
有利,yǒulì,be advantageous/beneficial,438,3,有利
有效,yǒuxiào,"run, stand, valid, effective, efficacious, avail, make, hold",1219,3,有效
预报,yù bào,forecast,148,3,預報
预防,yūfáng,"prevent, guard against",181,3,預防
预计,yūjì,"estimate, view, predict, expect, calculate in advance, anticipate",259,3,預計
预习,yù xí,to prepare a lesson,7,3,預習
员,yuán,m.[general],6763,3,員
员工,yuángōng,"employee, personnel, reason, force, staff, cause",1129,3,員工
愿望,yuànwàng,"wish, desire, pleasure, Eros, will, orexis, desirability, dream, wishfulness, mind, mirage, wistfulness, aspiration, ambition, hope",798,3,願望
约,yuē,"about, around",2897,3,約
乐队,yuèduì,"orchestra, dance orchestra, dance band, band",2126,3,樂隊
运输,yùnshū,transport,324,3,運輸
杂志,zázhì,"journal, bulletin, mag, magazine, periodical",2395,3,雜誌
早已,zǎoyǐ,"already, since, long ago, long ago/since, long since",234,3,早已
造,zào,"arrive at, training, create, go to, build, invent, construct, education, concoction, mint, invention, cook up, educate, establish, fabricate, make, concoct, train",1341,3,造
造成,zàochéng,"make_for, give rise to, create, set_up, strike, creation, cause, contribute, bring_about, procure, give, bring about, cut_out, necessitate, shape, present, bring_forth, generate, yield, make, breed",2251,3,造成
责任,zérèn,"need, care, encumbrance, buck, accountability, blame, obligation, turn, load, responsibleness, incumbrance, responsibility, onus, commission, burden, commitment, loading, trust, pigeon, charge, business, fault, place, liability, duty, guardianship",2569,3,責任
增加,zēngjiā,"increase, raise, add",938,3,增加
增长,zēngzhǎng,"increase, grow",238,3,增長
展开,zhǎnkāi,"spread out, unfold, open up, launch, develop",426,3,展開
张,zhāng,m.[general],11146,3,張
照,zhào,"according to, in accordance with, towards",3617,3,照
者,zhě,"nominal suffix, one who, -er",11387,3,者
真实,zhēnshí,"true, real, authentic, factual",2865,3,真實
争,zhēng,"be short of, disagree, argue, duel, arguement, compete, vie, dispute, contest, fence, be wanting, contend, debate, disputation, strive",613,3,爭
争取,zhēngqǔ,"strive for, fight for, wrangle, work hard for, contest, go for, strive/fight for, contend, try_for, woo, try for, strive, win over, scramble, do all one can to",1033,3,爭取
整,zhěng,det.: exact,3708,3,整
整个,zhěng gè,"whole, entire, total",6696,3,整個
整理,zhěnglǐ,"put in order, arrange",837,3,整理
整齐,zhěngqí,"in good order, neat, tidy, even, regular",138,3,整齊
整体,zhěngtǐ,"integrity, allness, entirety, integer, integral, monolith, entireness, ensemble, wholeness, entire, tout ensemble, whole, totality, unity",213,3,整體
整天,zhěng tiān,"all day long, whole day",1110,3,整天
整整,zhěngzhěng,"fully, full, whole",712,3,整整
正,zhèng,"precisely, punctually",19536,3,正
正式,zhèngshì,formal (of actions/speeches/etc.),1623,3,正式
证,zhèng,"certificate, proof, to prove, to demonstrate, to confirm, variant of 症[zheng4]",1063,3,證
证件,zhèng jiàn,"certificate, papers, credentials, document, ID",377,3,證件
证据,zhèngjù,"support, telltale, testification, witness, case, testimonial, documentation, grounds, evidential, token, proof, earnest, testimony, cogent evidence, attestation, testament, evidence",5118,3,證據
证明,zhèngmíng,"prove, testify, bear out",5987,3,證明
支,zhī,m.[general],3321,3,支
支持,zhīchí,"sustain, hold out, bear;support, back, stand by",3841,3,支持
支付,zhīfù,"pay (money), defray",573,3,支付
只,zhǐ,"only, merely",72698,3,只
直,zhí,"directly, straight, continuously, just, simply",1762,3,直
直播,zhí bō,"live broadcast (not recorded), direct Internet broadcasting, (agriculture) direct seeding",873,3,直播
直到,zhídào,"until, up to",4866,3,直到
值,zhí,be worth,1469,3,值
值得,zhíde,"be worth, merit, pay, rate, behove, worthwhile, worth, worthy, deserve, call_for, command",3033,3,值得
职工,zhí gōng,"workers, staff, CL:個|个[ge4]",53,3,職工
职业,zhíyè,"metier, vocation, iceman, mystery, engagement, work, walk of life, employment, job, occupational group, ploy, craft, trade, avocation, employ, racket, pursuit, profession, situation, line, occupation, position, calling, walk_of_life, career, billet, duty, living, shop",1965,3,職業
只好,zhǐhǎo,"can only, have no choice but, have to, be forced to",596,3,只好
只是,zhǐshì,"merely, only, just, simply be",21213,3,只是
只有,zhǐyǒu,"can only, have no choice but, to be forced to",6916,3,只有
指,zhǐ,refer to,5719,3,指
指出,zhǐchū,"point, point_out, catch_out, bespeak, indicate, denote, point out (that), note, show, designate, point out",419,3,指出
指导,zhǐdǎo,"guide, direct",733,3,指導
至今,zhìjīn,"thus_far, up_to_now, until_now, so far, to this day, up to now, to date, hitherto, erenow",451,3,至今
至少,zhìshǎo,"leastwise, leastways, at (the) least, at_least, only, fully, even a little, at least, at any rate, in the least, at least, at the least",6750,3,至少
志愿,zhìyuàn,"aspiration, wish, ideal",88,3,志願
志愿者,zhì yuàn zhě,volunteer,244,3,志願者
制定,zhìdìng,"formulate, draft",324,3,制定
制度,zhìdù,"ism, organization, dispensation, regimen, machine, regulations, form, system, regime, organisation, economy, institutional, institution",272,3,制度
制造,zhìzào,"make, manufacture, engineer, create, fabricate",1602,3,製造
制作,zhìzuò,"make, manufacture",1383,3,製作
中部,zhōngbù,"central section, middle",218,3,中部
中华民族,zhōnghuámínzú,"the Chinese nation, Ch. people",311789,3,中華民族
终于,zhōngyū,"in the last analysis, at long last, at last, lastly, ultimately, all things considered, out, on the whole, at_last, eventually, in the final analysis, finally",4273,3,終於
钟,zhōng,"timekeeper, timepiece, ticker, carillon, Zhong, time, bell, handleless cup, chime, gong, carillon playing, bell ringing, clock, Surname",2489,3,鐘
种,zhǒng,m.[kind],15716,3,種
种子,zhǒngzi,"pippin, berry, pip, edible seed, key, spore, seed, canary seed",205,3,種子
重大,zhòngdà,"great, major, crucial, weighty, whang, fatal, significant, grave",956,3,重大
周围,zhōuwéi,"all around, circumference, circumambience, compass, ambit, periphery, circumambiency, round, surrounding, perimeter, environment, precinct, vicinity, circuit, ambience, around",1932,3,周圍
猪,zhū,"piggy, porcine, pig, porker, hoggery, Sus scrofa, piggish, hog, piggery, swine",2011,3,豬
主持,zhǔchí,"preside, head, care of, take care of, preside over, chair, minister, sponsor, direct, uphold, direction, take charge/care of, take charge of, moderate, emcee, celebrate, manage, host, mastermind, officiate, stand for, managment, run, take charge, compere",586,3,主持
主动,zhǔdòng,on one's own initiative,645,3,主動
主任,zhǔrèn,"head, principal, captain, chair, director, head teacher, chief, chairman, school principal",935,3,主任
主意,zhǔyì,"idea, plan, decision, definite view",6144,3,主意
主张,zhǔzhāng,"advocate, stand for, maintain, hold",141,3,主張
注意,zhùyì,"pay attention to, take note of",7129,3,注意
祝,zhù,"bless, invoke blessing, express good wishes, wish",4136,3,祝
抓,zhuā,"clutch, cop, grab, press-gang, scrape, arrest, hent, catch, pay special attention to, be responsible for, scratch up, take charge of, paw, grasp, scratch, claw, nab, clapperclaw, glom, seize, capture, snatch, prehend, stress",8430,3,抓
抓住,zhuāzhù,"clutch, grip, grab, kep, nail, grapple, get_hold_of, catch, seize hold of, take_hold_of, grip sb.'s attention, cleek, grasp, hold, nab, seize, tackle, capture, snatch, take, take hold of, prehend, catch hold of, glaum, hold on",4481,3,抓住
